nu,[1]CH4-HITRAN:X=0.05-T=296K-P=1atm-L=130cm
6046.27,0.025008066528665194
6046.27122,0.02509155785037734
6046.27244,0.025175058309430447
6046.27366,0.025258566875874296
6046.27488,0.025342084707852347
6046.2761,0.02542561517293163
6046.27732,0.02550916384729848
6046.27854,0.02559273849292006
6046.27976,0.025676349013159665
6046.28098,0.025760007387701716
6046.2822,0.025843727587991996
6046.28342,0.02592752547471206
6046.28464,0.026011418679087593
6046.28586,0.02609542647005619
6046.28708,0.026179569609497997
6046.2883,0.026263870197867942
6046.28952,0.026348351512623804
6046.29074,0.026433037841873966
6046.29196,0.026517954315628353
6046.29318,0.026603126736949617
6046.2944,0.026688581415181288
6046.29562,0.026774345003259856
6046.29684,0.026860444340927953
6046.29806,0.02694690630544539
6046.29928,0.027033757671160705
6046.3005,0.02712102497906726
6046.30172,0.02720873441721559
6046.30294,0.027296911712617663
6046.30416,0.027385582035044827
6046.30538,0.02747476991290174
6046.3066,0.027564499161156292
6046.30782,0.027654792821129502
6046.30904,0.027745673111784892
6046.31026,0.027837161392024197
6046.31148,0.027929278133387875
6046.3127,0.028022042902463407
6046.31392,0.0281154743522455
6046.31514,0.028209590221644158
6046.31636,0.028304407342310822
6046.31758,0.028399941651945686
6046.3188,0.028496208213256116
6046.32002,0.028593221237753493
6046.32124,0.028690994113611003
6046.32246,0.028789539436838107
6046.32368,0.028888869045077918
6046.3249,0.02898899405338086
6046.32612,0.029089924891363767
6046.32734,0.029191671341215294
6046.32856,0.029294242576067296
6046.32978,0.029397647198305357
6046.331,0.029501893277442633
6046.33222,0.029606988387233663
6046.33344,0.029712939641753987
6046.33466,0.029819753730212457
6046.33588,0.029927436950307248
6046.3371,0.030035995239976566
6046.33832,0.030145434207421964
6046.33954,0.030255759159323832
6046.34076,0.030366975127186405
6046.34198,0.03047908689178142
6046.3432,0.03059209900567776
6046.34442,0.030706015813866873
6046.34564,0.0308208414725048
6046.34686,0.030936579965814278
6046.34808,0.031053235121198258
6046.3493,0.031170810622628515
6046.35052,0.031289310022384643
6046.35174,0.03140873675122697
6046.35296,0.031529094127095474
6046.35418,0.031650385362434176
6046.3554,0.03177261357024919
6046.35662,0.03189578176901269
6046.35784,0.03201989288653407
6046.35906,0.03214494976292565
6046.36028,0.03227095515279496
6046.3615,0.032397911726804444
6046.36272,0.03252582207274209
6046.36394,0.03265468869625487
6046.36516,0.032784514021401125
6046.36638,0.03291530039118483
6046.3676,0.03304705006823254
6046.36882,0.03317976523578808
6046.37004,0.033313447999189276
6046.37126,0.03344810038800467
6046.37248,0.0335837243589977
6046.3737,0.033720321800087424
6046.37492,0.033857894535469786
6046.37614,0.03399644433205673
6046.37736,0.0341359729073778
6046.37858,0.03427648193907693
6046.3798,0.03441797307612551
6046.38102,0.03456044795184501
6046.38224,0.03470390819881756
6046.38346,0.03484835546573269
6046.38468,0.03499379143619195
6046.3859,0.03514021784946017
6046.38712,0.03528763652311792
6046.38834,0.03543604937753508
6046.38956,0.03558545846204758
6046.39078,0.03573586598267825
6046.392,0.03588727433121161
6046.39322,0.036039686115386514
6046.39444,0.036193104189943766
6046.39566,0.0363475316882289
6046.39688,0.03650297205402271
6046.3981,0.0366594290732497
6046.39932,0.03681690690519735
6046.40054,0.03697541011286456
6046.40176,0.03713494369205865
6046.40298,0.03729551309885795
6046.4042,0.03745712427507093
6046.40542,0.037619783671344845
6046.40664,0.0377834982675974
6046.40786,0.037948275590481695
6046.40908,0.03811412372764088
6046.4103,0.038281051338542794
6046.41152,0.038449067661752996
6046.41274,0.038618182518544326
6046.41396,0.03878840631280795
6046.41518,0.03895975002728777
6046.4164,0.03913222521621419
6046.41762,0.03930584399447194
6046.41884,0.03948061902349365
6046.42006,0.03965656349410764
6046.42128,0.039833691106625276
6046.4225,0.04001201604847793
6046.42372,0.040191552969748655
6046.42494,0.040372316956966706
6046.42616,0.04055432350553764
6046.42738,0.04073758849120128
6046.4286,0.04092212814089533
6046.42982,0.04110795900340032
6046.43104,0.041295097920125264
6046.43226,0.0414835619963672
6046.43348,0.04167336857336066
6046.4347,0.04186453520138796
6046.43592,0.042057079614203165
6046.43714,0.04225101970497139
6046.43836,0.04244637350390203
6046.43958,0.04264315915770082
6046.4408,0.04284139491094384
6046.44202,0.04304109908942764
6046.44324,0.04324229008552363
6046.44446,0.043444986345528167
6046.44568,0.043649206358973236
6046.4469,0.04385496864983411
6046.44812,0.04406229176954926
6046.44934,0.04427119429174826
6046.45056,0.0444816948085655
6046.45178,0.04469381192840763
6046.453,0.04490756427502976
6046.45422,0.04512297048777135
6046.45544,0.04534004922279906
6046.45666,0.04555881915519684
6046.45788,0.04577929898175649
6046.4591,0.046001507424307586
6046.46032,0.04622546323344687
6046.46154,0.04645118519252122
6046.46276,0.04667869212172992
6046.46398,0.04690800288221874
6046.4652,0.04713913638004736
6046.46642,0.047372111569917955
6046.46764,0.047606947458564294
6046.46886,0.04784366310770897
6046.47008,0.048082277636508124
6046.4713,0.04832281022340438
6046.47252,0.048565280107332326
6046.47374,0.048809706588216255
6046.47496,0.04905610902671952
6046.47618,0.049304506843211665
6046.4774,0.049554919515927824
6046.47862,0.049807366578312195
6046.47984,0.050061867615541586
6046.48106,0.05031844226024265
6046.48228,0.05057711018742797
6046.4835,0.05083789110869078
6046.48472,0.05110080476570991
6046.48594,0.05136587092314062
6046.48716,0.0516331093609777
6046.48838,0.05190253986649695
6046.4896,0.05217418222590637
6046.49082,0.05244805621585404
6046.49204,0.0527241815949632
6046.49326,0.05300257809559081
6046.49448,0.053283265416023975
6046.4957,0.05356626321335805
6046.49692,0.05385159109731605
6046.49814,0.05413926862529729
6046.49936,0.05442931529895609
6046.50058,0.0547217505626367
6046.5018,0.055016593803994866
6046.50302,0.05531386435715723
6046.50424,0.05561358150876064
6046.50546,0.05591576450722793
6046.50668,0.05622043257561164
6046.5079,0.056527604928333544
6046.50912,0.05683730079211549
6046.51034,0.05714953943136594
6046.51156,0.057464340178239794
6046.51278,0.05778172246753932
6046.514,0.0581017058765561
6046.51522,0.05842431016988478
6046.51644,0.05874955534915499
6046.51766,0.05907746170753972
6046.51888,0.05940804988880584
6046.5201,0.05974134095056656
6046.52132,0.06007735643130451
6046.52254,0.060416118420622326
6046.52376,0.06075764963208841
6046.52498,0.06110197347795129
6046.5262,0.0614491141449107
6046.52742,0.061799096670068505
6046.52864,0.062151947016124434
6046.52986,0.06250769214484035
6046.53108,0.06286636008778503
6046.5323,0.06322798001336564
6046.53352,0.06359258228918503
6046.53474,0.06396019853879885
6046.53596,0.06433086169203148
6046.53718,0.06470460602808209
6046.5384,0.06508146721078001
6046.53962,0.06546148231545527
6046.54084,0.0658446898470465
6046.54206,0.06623112974920971
6046.54328,0.0666208434043518
6046.5445,0.06701387362466311
6046.54572,0.0674102646343982
6046.54694,0.0678100620437742
6046.54816,0.06821331281503121
6046.54938,0.06862006522129448
6046.5506,0.06903036879900971
6046.55182,0.06944427429479764
6046.55304,0.0698618336076623
6046.55426,0.07028309972751394
6046.55548,0.07070812667102058
6046.5567,0.07113696941578654
6046.55792,0.0715696838338544
6046.55914,0.07200632662550026
6046.56036,0.07244695525422963
6046.56158,0.07289162788383435
6046.5628,0.07334040331829597
6046.56402,0.07379334094523868
6046.56524,0.07425050068356018
6046.56646,0.07471194293576651
6046.56768,0.07517772854547461
6046.5689,0.07564791876044083
6046.57012,0.0761225752014114
6046.57134,0.07660175983700748
6046.57256,0.07708553496479685
6046.57378,0.07757396319864526
6046.575,0.07806710746238567
6046.57622,0.07856503098980534
6046.57744,0.0790677973309062
6046.57866,0.07957547036437222
6046.57988,0.08008811431614309
6046.5811,0.08060579378397693
6046.58232,0.08112857376786275
6046.58354,0.0816565197061262
6046.58476,0.08218969751705303
6046.58598,0.08272817364583589
6046.5872,0.08327201511663146
6046.58842,0.08382128958948273
6046.58964,0.08437606542184886
6046.59086,0.08493641173443514
6046.59208,0.08550239848099865
6046.5933,0.08607409652175906
6046.59452,0.08665157770000595
6046.59574,0.08723491492145528
6046.59696,0.08782418223586749
6046.59818,0.08841945492040083
6046.5994,0.0890208095641304
6046.60062,0.08962832415315444
6046.60184,0.0902420781556552
6046.60306,0.09086215260628912
6046.60428,0.09148863018927036
6046.6055,0.09212159531950692
6046.60672,0.09276113422118112
6046.60794,0.09340733500317869
6046.60916,0.0940602877308328
6046.61038,0.09472008449348304
6046.6116,0.09538681946743441
6046.61282,0.09606058897396505
6046.61404,0.0967414915321235
6046.61526,0.09742962790614815
6046.61648,0.0981251011474409
6046.6177,0.09882801663111447
6046.61892,0.09953848208725465
6046.62014,0.10025660762710813
6046.62136,0.10098250576451921
6046.62258,0.10171629143300942
6046.6238,0.10245808199896633
6046.62502,0.10320799727147872
6046.62624,0.10396615950939024
6046.62746,0.10473269342619293
6046.62868,0.1055077261933851
6046.6299,0.10629138744294597
6046.63112,0.10708380926954687
6046.63234,0.10788512623312523
6046.63356,0.10869547536239178
6046.63478,0.10951499615982278
6046.636,0.11034383060861523
6046.63722,0.11118212318205202
6046.63844,0.11203002085564233
6046.63966,0.11288767312234957
6046.64088,0.1137552320111537
6046.6421,0.11463285210913053
6046.64332,0.11552069058716634
6046.64454,0.11641890722937284
6046.64576,0.11732766446621234
6046.64698,0.11824712741129409
6046.6482,0.11917746390176698
6046.64942,0.12011884454219401
6046.65064,0.12107144275176795
6046.65186,0.12203543481470656
6046.65308,0.12301099993366037
6046.6543,0.12399832028594518
6046.65552,0.12499758108242373
6046.65674,0.1260089706288616
6046.65796,0.12703268038959886
6046.65918,0.1280689050533884
6046.6604,0.12911784260128256
6046.66162,0.13017969437647445
6046.66284,0.13125466515602605
6046.66406,0.13234296322445882
6046.66528,0.13344480044920842
6046.6665,0.13456039235799952
6046.66772,0.13568995821822574
6046.66894,0.13683372111847422
6046.67016,0.1379919080523683
6046.67138,0.13916475000497266
6046.6726,0.14035248204200884
6046.67382,0.14155534340223028
6046.67504,0.1427735775932939
6046.67626,0.14400743249155668
6046.67748,0.14525716044622916
6046.6787,0.14652301838837228
6046.67992,0.14780526794524707
6046.68114,0.14910417556054834
6046.68236,0.15042001262107366
6046.68358,0.15175305559037314
6046.6848,0.15310358614994185
6046.68602,0.15447189134847028
6046.68724,0.1558582637596691
6046.68846,0.1572630016491236
6046.68968,0.15868640915057394
6046.6909,0.16012879645196612
6046.69212,0.16159047999149886
6046.69334,0.16307178266383762
6046.69456,0.16457303403650253
6046.69578,0.16609457057635169
6046.697,0.1676367358859444
6046.69822,0.16919988094940028
6046.69944,0.17078436438727335
6046.70066,0.17239055271978523
6046.70188,0.174018820637647
6046.7031,0.17566955127956257
6046.70432,0.17734313651541134
6046.70554,0.17903997723400025
6046.70676,0.18076048363423283
6046.70798,0.18250507551849035
6046.7092,0.184274182587018
6046.71042,0.1860682447321586
6046.71164,0.18788771233132073
6046.71286,0.18973304653771167
6046.71408,0.1916047195679762
6046.7153,0.1935032149861093
6046.71652,0.19542902798319958
6046.71774,0.19738266565283827
6046.71896,0.1993646472623061
6046.72018,0.20137550451992892
6046.7214,0.20341578183934875
6046.72262,0.2054860366017404
6046.72384,0.2075868394173452
6046.72506,0.20971877438799583
6046.72628,0.2118824393725848
6046.7275,0.21407844625771336
6046.72872,0.21630742123595867
6046.72994,0.21857000509440144
6046.73116,0.22086685351617832
6046.73238,0.22319863739791926
6046.7336,0.2255660431859376
6046.73482,0.22796977323404166
6046.73604,0.23041054618569587
6046.73726,0.2328890973831466
6046.73848,0.2354061793058965
6046.7397,0.2379625620406504
6046.74092,0.24055903378452662
6046.74214,0.24319640138298332
6046.74336,0.24587549090349048
6046.74458,0.2485971482455538
6046.7458,0.25136223978725913
6046.74702,0.2541716530680078
6046.74824,0.25702629750669753
6046.74946,0.2599271051541101
6046.75068,0.2628750314778641
6046.7519,0.2658710561779029
6046.75312,0.2689161840300785
6046.75434,0.2720114457551913
6046.75556,0.2751578989105285
6046.75678,0.2783566288008206
6046.758,0.2816087494054583
6046.75922,0.2849154043187737
6046.76044,0.28827776770033714
6046.76166,0.29169704523229384
6046.76288,0.2951744750811153
6046.7641,0.2987113288613731
6046.76532,0.3023089125995709
6046.76654,0.3059685676965266
6046.76776,0.30969167188725666
6046.76898,0.31347964019784924
6046.7702,0.3173339258993587
6046.77142,0.321256021459275
6046.77264,0.3252474594916784
6046.77386,0.3293098137076334
6046.77508,0.3334446998678992
6046.7763,0.33765377674035474
6046.77752,0.341938747064929
6046.77874,0.34630135852903493
6046.77996,0.35074340475671206
6046.78118,0.3552667263147187
6046.7824,0.3598732117388562
6046.78362,0.3645647985836806
6046.78484,0.3693434744985853
6046.78606,0.37421127833297135
6046.78728,0.37917030127289497
6046.7885,0.384222688011162
6046.78972,0.38937063795238497
6046.79094,0.3946164064540219
6046.79216,0.3999623061038119
6046.79338,0.4054107080335208
6046.7946,0.41096404326822134
6046.79582,0.4166248041097793
6046.79704,0.42239554555255776
6046.79826,0.42827888672873543
6046.79948,0.4342775123800123
6046.8007,0.44039417435186773
6046.80192,0.4466316931059092
6046.80314,0.4529929592453009
6046.80436,0.45948093504760223
6046.80558,0.4660986559988483
6046.8068,0.4728492323220426
6046.80802,0.4797358504927413
6046.80924,0.4867617747337271
6046.81046,0.49393034848027517
6046.81168,0.5012449958067764
6046.8129,0.5087092228049387
6046.81412,0.5163266189030224
6046.81534,0.5241008581148662
6046.81656,0.5320357002066421
6046.81778,0.5401349917684428
6046.819,0.5484026671768251
6046.82022,0.5568427494334584
6046.82144,0.565459350863857
6046.82266,0.5742566736590039
6046.82388,0.5832390102412817
6046.8251,0.5924107434347198
6046.82632,0.6017763464179604
6046.82754,0.6113403824366492
6046.82876,0.6211075042500949
6046.82998,0.6310824532850512
6046.8312,0.6412700584673712
6046.83242,0.6516752346999622
6046.83364,0.6623029809531141
6046.83486,0.6731583779306154
6046.83608,0.6842465852724793
6046.8373,0.6955728382521738
6046.83852,0.7071424439233438
6046.83974,0.7189607766678657
6046.84096,0.7310332730939354
6046.84218,0.7433654262295885
6046.8434,0.7559627789536097
6046.84462,0.768830916602519
6046.84584,0.7819754586886501
6046.84706,0.7954020496611073
6046.84828,0.8091163486377274
6046.8495,0.8231240180330525
6046.85072,0.8374307110038007
6046.85194,0.8520420576305299
6046.85316,0.8669636497511258
6046.85438,0.8822010243593168
6046.8556,0.8977596454791733
6046.85682,0.9136448844249281
6046.85804,0.9298619983541433
6046.85926,0.9464161070219105
6046.86048,0.9633121676438965
6046.8617,0.9805549477772825
6046.86292,0.998148996130808
6046.86414,1.0160986112184942
6046.86536,1.034407807776235
6046.86658,1.0530802808666742
6046.8678,1.0721193676054646
6046.86902,1.0915280064516228
6046.87024,1.1113086940161536
6046.87146,1.1314634393568392
6046.87268,1.1519937157428097
6046.8739,1.1729004098910312
6046.87512,1.1941837686973928
6046.87634,1.2158433435088203
6046.87756,1.2378779320087976
6046.87878,1.260285517817635
6046.88,1.2830632079406101
6046.88122,1.3062071682313967
6046.88244,1.3297125570753061
6046.88366,1.3535734575364087
6046.88488,1.377782808254447
6046.8861,1.402332333421487
6046.88732,1.4272124722136246
6046.88854,1.4524123081003075
6046.88976,1.4779194985016761
6046.89098,1.5037202053123682
6046.8922,1.5297990268587454
6046.89342,1.5561389319034478
6046.89464,1.5827211963575882
6046.89586,1.6095253434044337
6046.89708,1.636529087780072
6046.8983,1.6637082849941056
6046.89952,1.691036886307575
6046.90074,1.7184869003144259
6046.90196,1.7460283619969363
6046.90318,1.773629310143817
6046.9044,1.8012557740317134
6046.90562,1.8288717702760025
6046.90684,1.8564393107549422
6046.90806,1.883918422501355
6046.90928,1.9112671804381676
6046.9105,1.9384417538074266
6046.91172,1.9653964671061879
6046.91294,1.9920838762964006
6046.91416,2.0184548609981445
6046.91538,2.0444587333060276
6046.9166,2.070043363784889
6046.91782,2.095155325102654
6046.91904,2.119740053642979
6046.92026,2.1437420293069462
6046.92148,2.1671049735593324
6046.9227,2.1897720655999695
6046.92392,2.211686176342461
6046.92514,2.232790119660389
6046.92636,2.253026920115491
6046.92758,2.272340096112377
6046.9288,2.2906739571332135
6046.93002,2.3079739133956503
6046.93124,2.324186795952076
6046.93246,2.3392611849145153
6046.93368,2.3531477431534755
6046.9349,2.3657995524902318
6046.93612,2.3771724490895534
6046.93734,2.3872253544756137
6046.93856,2.3959205983482588
6046.93978,2.4032242291837083
6046.941,2.4091063084720914
6046.94222,2.413541184388642
6046.94344,2.4165077407212383
6046.94466,2.417989616995471
6046.94588,2.4179753959520878
6046.9471,2.4164587548435263
6046.94832,2.4134385774254024
